X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
-76.9521026698519,38.865601226059,Fairfax Village,classic,0824f08b-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:47+00,11,0,4,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.86559,-76.952103,2023/12/01 10:52:27+00,146015098
-77.0444036546191,38.9101040050565,Massachusetts Ave & Dupont Circle NW,classic,0824920a-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:45:38+00,22,0,19,1,3,YES,NO,NO,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,45,"KEY,CREDITCARD",42,DCA-CABI,,38.9101,-77.0444,2023/12/01 10:52:27+00,146015099
-77.0270852202854,38.9084427595621,11th & O St NW,classic,08261d35-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:43+00,16,0,6,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.908431,-77.027088,2023/12/01 10:52:27+00,146015100
-77.0325029594287,38.9059100317936,Thomas Circle,classic,0824f8a2-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:51+00,22,0,10,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,33,"KEY,CREDITCARD",42,DCA-CABI,,38.9059,-77.0325,2023/12/01 10:52:27+00,146015101
-77.1714932105212,39.1146973121039,King Farm Blvd & Pleasant Dr,classic,0825b738-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:42+00,9,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,18,"KEY,CREDITCARD",43,DCA-CABI,,39.114688,-77.171487,2023/12/01 10:52:27+00,146015102
-77.0302316040331,38.8784441116416,Hains Point/Buckeye & Ohio Dr SW,classic,0825bb32-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:10+00,11,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,DCA-CABI,,38.878433,-77.03023,2023/12/01 10:52:27+00,146015103
-76.9259132505353,38.8974141975119,Division Ave & Foote St NE,classic,0826337e-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:47+00,9,0,6,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.897407,-76.925907,2023/12/01 10:52:27+00,146015104
-76.9719261535664,38.9126404152723,24th & R St NE / National Arboretum,classic,08263311-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:40+00,13,0,4,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.91263,-76.971923,2023/12/01 10:52:27+00,146015105
-76.9926680395784,38.9224986721628,10th St & Rhode Island Ave NE,classic,a62f9324-6f6e-4bdb-9206-3ca05517e607,,2023/12/01 10:51:06+00,19,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.922489,-76.99267,2023/12/01 10:52:27+00,146015106
-77.0415723947712,38.9188161092431,18th St & Wyoming Ave NW,classic,08254770-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:28+00,17,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.918809,-77.041571,2023/12/01 10:52:27+00,146015107
-77.1539602366137,38.8780943049492,N Roosevelt St & Roosevelt Blvd,classic,5f19b359-6bc4-45f6-bdcf-31352690e6ee,,2023/12/01 10:49:49+00,8,0,3,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.878085,-77.153953,2023/12/01 10:52:27+00,146015108
-77.2303392256274,38.9224610678052,Greensboro & Pinnacle Dr,classic,730f282a-2f5b-4fda-b82f-5c94b3d5a2a6,,2023/12/01 10:49:52+00,11,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,"KEY,CREDITCARD",104,DCA-CABI,,38.92245,-77.23034,2023/12/01 10:52:27+00,146015109
-77.0386974752182,38.9121058865229,17th & Corcoran St NW,classic,08249549-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:41+00,15,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.9121,-77.0387,2023/12/01 10:52:27+00,146015110
-77.0049486410948,38.9109771393928,Eckington Pl & Q St NE,classic,0824bc00-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:14+00,16,0,7,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.910972,-77.00495,2023/12/01 10:52:27+00,146015111
-77.0978862552896,38.9993884565188,Medical Center Metro ,classic,0826168f-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:12+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,38.999378,-77.097882,2023/12/01 10:52:27+00,146015112
-77.0153594195256,38.9073368628773,New Jersey Ave & N St NW/Dunbar HS,classic,0825b983-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:48+00,2,0,14,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.907333,-77.01536,2023/12/01 10:52:27+00,146015113
-77.0344490840428,38.9011440542281,Vermont Ave & I St NW,classic,08263241-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:48+00,7,0,18,9,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,25,"KEY,CREDITCARD",42,DCA-CABI,,38.901136,-77.034451,2023/12/01 10:52:27+00,146015114
-77.0682072959445,38.9164524225154,34th St & Wisconsin Ave NW,classic,0824a988-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:40+00,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.916442,-77.0682,2023/12/01 10:52:27+00,146015115
-77.3044426055488,38.8494223002549,University Dr & Democracy Ln,classic,1875304680551764838,,2023/12/01 10:49:40+00,2,0,10,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",,DCA-CABI,,38.849411,-77.304435,2023/12/01 10:52:27+00,146015116
-77.0433838789389,38.9016365374999,19th & I St NW,classic,08253908-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:37+00,10,0,13,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.901633,-77.043386,2023/12/01 10:52:27+00,146015117
-77.080954078848,38.8905452570647,15th St & N Scott St,classic,082525bb-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:56+00,12,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.89054,-77.08095,2023/12/01 10:52:27+00,146015118
-77.1798360087613,38.8883809575412,N Oak St & W Broad St,classic,edb40673-8b68-4db1-b9bf-6cb7943fdb50,,2023/12/01 10:50:15+00,9,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.88837,-77.179832,2023/12/01 10:52:27+00,146015119
-77.0761333000409,38.866478060886,Rolfe St & 9th St S,classic,0825e443-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:15+00,7,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,DCA-CABI,,38.866471,-77.076131,2023/12/01 10:52:27+00,146015120
-77.0278197838308,38.9294680282039,11th & Kenyon St NW,classic,08247522-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:55+00,22,0,15,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,DCA-CABI,,38.929464,-77.027822,2023/12/01 10:52:27+00,146015121
-77.0294235428176,38.9870034033235,13th St & Eastern Ave,classic,08254ebb-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:16+00,7,0,8,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,38.987,-77.029417,2023/12/01 10:52:27+00,146015122
-76.9607493787977,38.8779549766083,Randle Circle & Minnesota Ave SE,classic,1866861591028457548,,2023/12/01 10:51:27+00,3,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",,DCA-CABI,,38.87795,-76.96075,2023/12/01 10:52:27+00,146015123
-77.0635878627961,38.9085006616049,Wisconsin Ave & O St NW,classic,08254f20-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:26+00,11,0,7,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.90849,-77.063586,2023/12/01 10:52:27+00,146015124
-77.199795621176,38.8663679823117,Arlington Blvd & Allen St,classic,79f2ceeb-df84-42dd-bf22-ceb9bc384af2,,2023/12/01 10:50:14+00,1,0,11,8,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.866361,-77.199788,2023/12/01 10:52:27+00,146015125
-77.0026038858076,38.7968043698245,Tanger Outlets,classic,fc64c842-980f-40be-a4b6-7750a28ecc19,,2023/12/01 10:50:14+00,0,1,14,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,DCA-CABI,,38.7968,-77.0026,2023/12/01 10:52:27+00,146015126
-77.111526955258,38.8563241471585,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,classic,08257239-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:28+00,7,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,DCA-CABI,,38.856319,-77.11153,2023/12/01 10:52:27+00,146015127
-76.9970737975396,38.9079143704083,Union Market,classic,0825fe4c-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:39+00,17,0,5,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.907908,-76.99707,2023/12/01 10:52:27+00,146015128
-77.0447833922556,38.9089147584586,20th & O St NW / Dupont South,classic,0824c8d2-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:50+00,19,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.908905,-77.04478,2023/12/01 10:52:27+00,146015129
-77.0428240361136,38.8140388097214,N Pitt St & Montgomery St,classic,1e196ee1-daa4-4fa6-b6f8-197b31e6d170,,2023/12/01 10:50:46+00,4,0,11,7,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.814031,-77.042817,2023/12/01 10:52:27+00,146015130
-77.0271148173654,38.925639659941,11th & Girard St NW,classic,cd1394fa-9d06-4665-bd1c-d7580d97a550,,2023/12/01 10:50:06+00,6,0,13,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.925636,-77.027112,2023/12/01 10:52:27+00,146015131
-77.0047531108868,38.9181658000392,Rhode Island Ave & V St NE,classic,08256b90-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:07+00,14,0,5,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.918155,-77.004746,2023/12/01 10:52:27+00,146015132
-77.0555776109182,38.8972983502324,Kennedy Center,classic,08249e19-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:07+00,3,0,16,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.897293,-77.05557,2023/12/01 10:52:27+00,146015133
-77.0498820675212,38.8961118167468,23rd & E St NW ,classic,0824e7c1-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:00+00,5,0,13,4,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.896104,-77.049882,2023/12/01 10:52:27+00,146015134
-76.9691809194837,38.8616703037464,Marion Barry Ave & Naylor Rd SE,classic,08247ed8-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:07+00,7,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.861663,-76.969184,2023/12/01 10:52:27+00,146015135
-77.0226838797447,38.9177222864473,8th & V St NW,classic,3900eddf-b06d-4763-af70-1126603508d0,,2023/12/01 10:51:28+00,17,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.917716,-77.022684,2023/12/01 10:52:27+00,146015136
-76.9910175797516,38.9336778745621,12th & Newton St NE,classic,08249c5a-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:00+00,11,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",42,DCA-CABI,,38.933668,-76.991016,2023/12/01 10:52:27+00,146015137
-77.1649755077298,39.1213365265213,Shady Grove Metro East,classic,08265563-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:25+00,10,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",43,DCA-CABI,,39.121327,-77.164969,2023/12/01 10:52:27+00,146015138
-77.0445679361956,39.0253914522364,Dennis Ave & Amherst Ave,classic,08259e6f-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:09+00,10,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,DCA-CABI,,39.025387,-77.044563,2023/12/01 10:52:27+00,146015139
-77.0713056398853,38.8899299674875,Iwo Jima Memorial / Meade & 14th St N,classic,0825f344-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:10+00,15,0,4,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.88992,-77.071301,2023/12/01 10:52:27+00,146015140
-77.0060756741362,38.8768984228325,1st & M St SE,classic,5f71434d-dc5c-45ff-8219-708a3d9a0691,,2023/12/01 10:50:55+00,14,0,25,5,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,DCA-CABI,,38.876893,-77.006072,2023/12/01 10:52:27+00,146015141
-77.3316540082449,38.9339283353644,Ridge Heights and Owl Cove Ln,classic,f75a76bb-34fc-4ee3-81d9-f23d9867017d,,2023/12/01 10:50:49+00,6,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,DCA-CABI,,38.933923,-77.331653,2023/12/01 10:52:27+00,146015142
-77.1207809209313,39.0620456516516,Twinbrook Metro,classic,e581e0b6-51ea-416a-9ae7-6fe5219d7156,,2023/12/01 10:50:05+00,13,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,14,"KEY,CREDITCARD",43,DCA-CABI,,39.062041,-77.120776,2023/12/01 10:52:27+00,146015143
-77.0889904387787,38.827678601673,King St & W Braddock Rd,classic,50cce12f-505a-414c-8b58-5bd4204a385e,,2023/12/01 10:50:47+00,4,0,11,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.827674,-77.088985,2023/12/01 10:52:27+00,146015144
-77.0320932484111,38.9177741308642,14th & V St NW,classic,0824749f-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:07+00,11,0,18,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,"KEY,CREDITCARD",42,DCA-CABI,,38.917765,-77.032096,2023/12/01 10:52:27+00,146015145
-76.9811615201803,39.0449550458177,Stewart & April,classic,52ba8179-5dda-404f-abba-796b3f645434,,2023/12/01 10:50:08+00,10,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,DCA-CABI,,39.044944,-76.981155,2023/12/01 10:52:27+00,146015146
-77.0936744567368,38.8603485874581,Columbia Pike & Monroe St,classic,08254c82-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:08+00,7,0,5,4,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.860344,-77.093672,2023/12/01 10:52:27+00,146015147
-76.9982732248956,38.8929425006527,Massachusetts Ave & 6th St NE,classic,880978b9-5084-4576-a206-8d94cdbf4427,,2023/12/01 10:50:10+00,14,0,3,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.892934,-76.998273,2023/12/01 10:52:27+00,146015148
-77.0054954132169,38.8244873697095,1st & S Capitol St SE / Oxon Run Trail,classic,c778c501-ba47-479b-b652-831432ffd74f,,2023/12/01 10:50:10+00,8,0,10,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.824481,-77.005497,2023/12/01 10:52:27+00,146015149
-77.0938865951137,38.8201616932109,Virginia Theological Seminary,classic,b0cdb0b4-a4e5-47f2-90fd-f3f8266b809f,,2023/12/01 10:51:25+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",40,DCA-CABI,,38.820152,-77.093879,2023/12/01 10:52:27+00,146015150
-77.0398009662114,38.9060068653016,Rhode Island & Connecticut Ave NW,classic,0824f644-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:06+00,8,0,15,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.905996,-77.039802,2023/12/01 10:52:27+00,146015151
-77.0335128158722,38.9694993195933,14th St & Luzon Ave NW,classic,eda09ed8-ca5e-4187-938c-3260cabdf82d,,2023/12/01 10:50:11+00,10,0,8,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.969489,-77.033509,2023/12/01 10:52:27+00,146015152
-77.0793807908232,38.9476141203464,Tenleytown / Wisconsin Ave & Albemarle St NW,classic,08249f58-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:07+00,11,0,3,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.947607,-77.079382,2023/12/01 10:52:27+00,146015153
-77.0135041870932,38.9126069734069,Florida Ave & R St NW,classic,0824960b-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:08+00,3,0,11,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,DCA-CABI,,38.9126,-77.0135,2023/12/01 10:52:27+00,146015154
-77.036250087961,38.9288981935976,16th & Irving St NW,classic,082617d2-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:02+00,5,0,11,2,3,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.928893,-77.03625,2023/12/01 10:52:27+00,146015155
-76.9947456264821,38.8972844287555,8th & F St NE,classic,082554fb-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:02+00,17,1,5,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.897274,-76.994749,2023/12/01 10:52:27+00,146015156
-77.0723016626069,38.8946047020849,Wilson Blvd & Ft Myer Dr,classic,0824eb1b-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:59+00,11,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,DCA-CABI,,38.8946,-77.072305,2023/12/01 10:52:27+00,146015157
-77.0935199917278,38.9798802470358,Woodmont Ave & Strathmore St,classic,0826190f-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:51:09+00,7,0,4,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.979875,-77.093522,2023/12/01 10:52:27+00,146015158
-77.0022621659397,38.9112204475771,Tanner Park,classic,177f7198-8814-4068-b809-b6074346d2e9,,2023/12/01 10:50:04+00,12,0,5,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,DCA-CABI,,38.911214,-77.002257,2023/12/01 10:52:27+00,146015159
-77.0980343369186,38.9895513772475,Cordell & Norfolk Ave,classic,08258395-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:59+00,8,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",44,DCA-CABI,,38.98954,-77.098029,2023/12/01 10:52:27+00,146015160
-77.08890730721,38.8904043484712,Wilson Blvd & N Franklin Rd,classic,0824fb6c-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:49:57+00,7,0,4,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,DCA-CABI,,38.8904,-77.0889,2023/12/01 10:52:27+00,146015161
-77.0617178945374,38.8127151055221,Commonwealth Ave & Oak St,classic,08262027-1f3f-11e7-bf6b-3863bb334450,,2023/12/01 10:50:56+00,2,1,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,DCA-CABI,,38.812711,-77.061715,2023/12/01 10:52:27+00,146015162
-77.0518385269794,38.9233972443062,Woodley Park Metro / Calvert St & Connecticut Ave NW,classic,efe6a4e1-5900-46d6-9755-db074f87c5c2,,2023/12/01 10:50:20+00,9,0,10,2,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,DCA-CABI,,38.923389,-77.051833,2023/12/01 10:52:27+00,146015163
-77.1734388118401,38.8836071720058,W Broad St & Little Falls St,classic,f4402219-23c9-43ce-8af4-62984ee9ab68,,2023/12/01 10:51:09+00,1,0,11,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,DCA-CABI,,38.883601,-77.173438,2023/12/01 10:52:27+00,146015164
