X,Y,NAME,WEB_URL,EXIT_TO_ST,LINE,ADDRESS,FEATURECODE,DESCRIPTION,CAPTUREYEAR,MAR_ID,GIS_ID,OBJECTID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,ROUTEID,MEASURE,BLOCKKEY,SUBBLOCKKEY,BLOCKFACEKEY,SIDE
-77.059006883585,38.9361455168467,CLEVELAND PARK,http://www.wmata.com/rail/station_detail.cfm?station_id=8,WEST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW,red,"3516 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294817,MetroEntPt_1,321,,{94118338-2747-46EB-8A1C-6FA85F7EE4F2},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11025152,4277.7998046875,98a7099a8736cd46d26caaab7581ff94,98a7099a8736cd46d26caaab7581ff94,019208c29dfd6ec30b283b513cb07d79,Left
-77.0585374198334,38.9359846844704,CLEVELAND PARK,http://www.wmata.com/rail/station_detail.cfm?station_id=8,EAST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW,red,"3599 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294817,MetroEntPt_2,322,,{AC5C502C-2253-4611-BB32-53CAA9421107},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11025152,4244.7001953125,98a7099a8736cd46d26caaab7581ff94,98a7099a8736cd46d26caaab7581ff94,341b4c60bbb3d3b73cf1433d8d47e2d0,Right
-76.995044654758,38.9338343185985,BROOKLAND-CUA,http://www.wmata.com/rail/station_detail.cfm?station_id=27,NE CORNER OF JOHN MCCORMICK ROAD NE AND MICHIGAN AVENUE NE,red,"801 MICHIGAN AVENUE NE, WASHINGTON, DC 20017",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294853,MetroEntPt_4,324,,{2290B1E1-7583-44DB-8016-BFD0A55D570E},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,12060582,1502.30004882812,925d6de2a6a350e2393e3e35ef3f699a,925d6de2a6a350e2393e3e35ef3f699a,6fcf10315e55514c1788adb1ec7b62c0,Left
-76.9943460400974,38.9335113211738,BROOKLAND-CUA,http://www.wmata.com/rail/station_detail.cfm?station_id=27,9TH STREET NE BETWEEN BUNKER HILL RD NE AND MONROE ST NE,red,"801 MICHIGAN AVENUE NE, WASHINGTON, DC 20017",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294853,MetroEntPt_6,326,,{0255F371-01C4-4DC1-9EB4-9B2A90B307B7},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,12000902,3039.30004882812,c58a4c2603988ffb2b031d42e3bef12d,c58a4c2603988ffb2b031d42e3bef12d,da7e4ec5f9cb609e1973998b58b0e57f,Left
-77.0330320346664,38.9286189168807,COLUMBIA HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=75,SW CORNER OF IRVING STREET NW AND 14TH STREET NW,"green,yellow","3030 14TH STREET NW, WASHINGTON, DC 20009",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294815,MetroEntPt_8,327,,{230B3DD1-EC8D-4727-9FC5-127585A2A863},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11048752,2350.10009765625,d8cf21b9401e8ff38836d5aa90145f13,d8cf21b9401e8ff38836d5aa90145f13,bd020257fb22f2f407dba5c307f2b0c1,Left
-77.0523652869605,38.924468116994,WOODLEY PARK-ZOO/ADAMS MORGAN,http://www.wmata.com/rail/station_detail.cfm?station_id=7,SW CORNER OF CONNECTICUT AVENUE NW AND 24TH STREET NW,red,"2700 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294827,MetroEntPt_11,330,,{3928F88C-B114-4935-9674-977AFEA1444F},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11002402,1633.69995117188,6ce1da77bdb78f735cbd9a8c9769cc74,9bc9a2a3943557fd883840a27edb0e8e,4fd4f415e53245ade8aa738f8e1f6ffe,Right
-76.9960746770427,38.9204784940951,RHODE ISLAND AVE-BRENTWOOD,http://www.wmata.com/rail/station_detail.cfm?station_id=26,SOUTH SIDE OF RHODE ISLAND AVENUE NE AT RHODE ISLAND PLACE SHOPPING CENTER,red,"919 RHODE ISLAND AVENUE NE, WASHINGTON, DC 20018",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294859,MetroEntPt_12,331,,{4C3864AA-DB77-432A-BB60-3408E263EFB2},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,0,0,0,0,0,0
-77.0291983562739,38.9168307448209,U ST/AFRICAN AMER CIVIL WAR MEM/CARDOZO,http://www.wmata.com/rail/station_detail.cfm?station_id=73,SE CORNER  OF U STREET NW AND 13TH STREET NW,"green,yellow","1240 U STREET NW, WASHINGTON, DC 20009",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294840,MetroEntPt_13,332,,{8D3C471B-98EF-4F3E-BF78-8F0F50291F48},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11087232,1357.69995117188,f70c70fc8b95392ca28cad5ff2ef10fa,840abcfe35060c6ca616954590f8f03c,aba1a5ff6531eb33bb67d46553a0090d,Left
-77.0259752638627,38.9167212888408,U ST/AFRICAN AMER CIVIL WAR MEM/CARDOZO,http://www.wmata.com/rail/station_detail.cfm?station_id=73,SW CORNER OF U STREET NW AND VERMONT AVENUE NW,"green,yellow","1000 U STREET NW, WASHINGTON, DC 20009",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294840,MetroEntPt_15,334,,{3FD661CA-539F-4FC7-A250-C405A5D9BC16},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11087232,1078.5,0076d81baa4ba918d197f570e5ea9607,0076d81baa4ba918d197f570e5ea9607,d15face24d48e8a7c38548d725189c7c,Left
-77.0208706495927,38.8844902579767,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SOUTH SIDE OF D STREET SW BETWEEN 6TH STREET SW AND 7TH STREET SW,"green, yellow, orange, blue, silver","400 7TH STREET SW, WASHINGTON, DC 20024",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294875,MetroEntPt_16,335,,{3B26DF25-8EA4-4571-BDA6-49621984F9A4},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,14026912,632.799987792969,2fa45f37ea63fcac726c9793e07aa275,2fa45f37ea63fcac726c9793e07aa275,043e4053d069f958aa7854e168b2e9dc,Left
-77.0235478373163,38.8844570033799,L'ENFANT PLAZA,http://www.wmata.com/rail/station_detail.cfm?station_id=82,SE CORNER OF 9TH STREET SW AND D STREET SW,"green, yellow, orange, blue, silver","800 D STREET SW, WASHINGTON, DC 20024",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294875,MetroEntPt_17,336,,{2560569A-35ED-416C-A515-D370E9F81D20},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,14000902,573.900024414062,f6f63672d09316553dbf9e827135a55c,583208b2f057ffa08fe1ce5e37b88d54,f444222c40493de16dea32349696f90b,Left
-76.9958152902247,38.8842528665057,EASTERN MARKET,http://www.wmata.com/rail/station_detail.cfm?station_id=60,SOUTH SIDE OF PENNSYLVANIA AVENUE SE BETWEEN 7TH STREET SE AND 8TH STREET SE,"blue, orange, silver","725 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20003",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294870,MetroEntPt_19,337,,{2ED2510A-C03B-485D-AD3D-7506C53381EA},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13069812,766.5,83de5c4dd6dc04d938f726db03bb273a,83de5c4dd6dc04d938f726db03bb273a,2ae1a76437bbd6e5d22f7de3a0cdee26,Right
-76.9852049551722,38.8807756675911,POTOMAC AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=61,NE CORNER OF 14TH STREET SE AND POTOMAC AVENUE SE,"blue, orange, silver","700 14TH STREET SE, WASHINGTON , DC  20003",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294861,MetroEntPt_21,339,,{03B37579-72C2-4D91-9301-38E29489F282},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13071892A,26.7000007629395,88613fcbf96272cdf479ebb9cacc1ace,88613fcbf96272cdf479ebb9cacc1ace,29f8bbb0f9ce46eb014ca803bc207e1d,Right
-77.0175388265063,38.876989770911,WATERFRONT,http://www.wmata.com/rail/station_detail.cfm?station_id=83,NE CORNER OF M STREET SW AND 4TH STREET SW,green,"399 M STREET SW, WASHINGTON, DC 20024",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294877,MetroEntPt_22,340,,{F93CC163-20A1-4388-99C7-58767F05035C},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,14000402,1412.19995117188,6495bb944a136d5876ec54612ba72acb,6495bb944a136d5876ec54612ba72acb,8919c1ef92ea6d566c86056288a10a04,Left
-77.0044974771432,38.8766767526087,NAVY YARD-BALLPARK,http://www.wmata.com/rail/station_detail.cfm?station_id=84,NW CORNER OF NEW JERSEY AVENUE SE AND M STREET SE,green,"1155 NEW JERSEY AVENUE SE, WASHINGTON, DC 20003",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294869,MetroEntPt_23,341,,{92FE61E7-14A0-4FB7-8930-C03FE7E6E5DC},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13057852,399.399993896484,ebe4b6e68fefe3a7173ef0d211cc0b23,f8f07b22c182ed84c4eaa071ead243e3,3c01c2457cd6e03747cb275ce3c0bf8a,Left
-77.0071332812489,38.8762783150149,NAVY YARD-BALLPARK,http://www.wmata.com/rail/station_detail.cfm?station_id=84,NW CORNER OF HALF STREET SE AND M STREET SE,green,"200 M STREET SE, WASHINGTON, DC 20003",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294869,MetroEntPt_26,344,,{4D9E2276-523A-404B-945B-4CAEFB83B117},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13057852,170.699996948242,d2c3e44df55ddb7204e4871a445a236f,d2c3e44df55ddb7204e4871a445a236f,61efb48a86fdf7903e11dceddb051f66,Right
-76.9960228993341,38.8644359866007,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,NE CORNER OF HOWARD ROAD SE AND I - 295 SE,green,"1700 ANACOSTIA DRIVE SE, WASHINGTON, DC 20020",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294867,MetroEntPt_27,345,,{A971A877-939B-471F-BF2B-34EA396DC5FC},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,0,0,0,0,0,0
-76.9950700711241,38.8622983608879,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,INTERSECTION OF HOWARD ROAD SE AND SHANNON PLACE SE,green,"1101 HOWARD ROAD SE, WASHINGTON, DC 20020",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294867,MetroEntPt_28,346,,{6B350122-0392-40B0-ACAD-175BA633F9EB},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13046732,643.400024414062,616977ec82d8c00277a551ed2ab8f0e6,f8063c65b2e5c36a2fcdab7af3006b53,90f165baf594255ed2da8eb589fac6df,Right
-76.9954664512619,38.8621694574559,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,INTERSECTION OF HOWARD ROAD SE AND SHANNON PLACE SE,green,"1101 HOWARD ROAD SE, WASHINGTON, DC 20020",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294867,MetroEntPt_29,347,,{D4A1E89A-3EBA-4F06-A3BC-4AAD2D654E12},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13046732,625.900024414062,616977ec82d8c00277a551ed2ab8f0e6,f8063c65b2e5c36a2fcdab7af3006b53,90f165baf594255ed2da8eb589fac6df,Right
-76.9877775938779,38.8453976738615,CONGRESS HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=86,NORTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,green,"1290 ALABAMA AVENUE SE, WASHINGTON, DC 20020",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294865,MetroEntPt_30,348,,{17469A9F-17E3-470B-928B-6BAAABBD3DC1},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,0,0,0,0,0,0
-76.9876204255938,38.8446546677904,CONGRESS HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=86,SOUTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,green,"1290 ALABAMA AVENUE SE, WASHINGTON, DC 20020",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294865,MetroEntPt_32,350,,{F1232BBC-F97A-4F08-82A0-46011DB9B011},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,13009362,1045.09997558594,afcb366fc5da216d0d8be130517a2885,60568eb9db5be5ffb3349de70c96fd19,d0df0f2c5464dd72c9237ebb9d9ba6f5,Right
-77.0038285218695,38.9057176402269,NOMA-GALLAUDET U-NEW YORK AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=108,NORTH SIDE OF M STREET NE AT INTERSECTION WITH DELAWARE AVENUE NE,red,"201 M STREET NE, WASHINGTON, DC  20002",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294857,MetroEntPt_44,351,,{56B20DAF-8963-4DC8-A516-018AA1EAB126},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,12057852,454.200012207031,b41c9f9f3a4fd0471e24e4e6f2406493,b41c9f9f3a4fd0471e24e4e6f2406493,748d7bfa08446360b32561d7f8bca32b,Left
-77.0282337548987,38.8989922371168,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,12TH STREET BETWEEN G ST NW AND H ST NW,"red, blue, orange, silver","701 12TH STREET NW, WASHINGTON, DC 20005",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294812,MetroEntPt_61,352,,{86D9EB89-DA2A-4451-833E-DECFE1D15209},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11001202,946.799987792969,1a81a26188269109a590cbfe306f0ca6,79ab87df4d60a402eea66caa07b13004,9c4764d15d23d314b8cc44fe981f3641,Left
-77.0225332781259,38.8939471241927,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,http://www.wmata.com/rail/station_detail.cfm?station_id=81,NW CORNER OF 7TH STREET NW AND PENNSYLVANIA AVENUE NW,"green,yellow","701 PENNSYLVANIA AVENUE NW, WASHINGTON, DC 20004",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294835,MetroEntPt_80,353,,{A1DE7ECF-C0B4-43B2-A1A1-F168822084A1},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11069812,935.200012207031,80178b1f0127bb84ff5f84a33ddbe0c0,80178b1f0127bb84ff5f84a33ddbe0c0,6af1dd78e04390b9b9b3517066bde5e7,Right
-77.0324296885804,38.928876254913,COLUMBIA HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=75,NE CORNER OF IRVING STREET NW AND 14TH STREET NW,"green,yellow","3101 14TH STREET NW, WASHINGTON, DC 20009",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294815,MetroEntPt_7,355,,{49C9583D-26B3-4C84-8E91-C15F7508BB57},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11048752,2303.69995117188,c9efe85c303f4b92ed81823649b7f741,cc9c51641a97f9c0f860f4e420443acd,8d6970f590f3d8d3a08220a07d2fc138,Right
-77.0034304738435,38.9072869701844,NOMA-GALLAUDET U-NEW YORK AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=108,EAST SIDE OF 2ND STREET NE AT INTERSECTION WITH N STREET NE ,red,"200 FLORIDA AVENUE NE, WASHINGTON, DC  20002",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294857,MetroEntPt_42,357,,{F01B923C-04D8-4747-A3C6-9720F72577A1},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,12000202,1595.40002441406,3de311c16b26856a5247a8b175dfb89a,3de311c16b26856a5247a8b175dfb89a,9fa0bdf8fe0e1161cc4f745da61b8627,Right
-77.0504647402315,38.9009028901176,FOGGY BOTTOM-GWU,http://www.wmata.com/rail/station_detail.cfm?station_id=40,NW CORNER OF 23RD STREET NW AND I STREET NW,"blue, orange, silver","2301 I STREET NW, WASHINGTON, DC 20037",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294821,MetroEntPt_57,358,,{69FD849C-8C14-4CDD-8926-FF3336286B78},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11002302,1185.80004882812,7c355ab5e7c3981fb4b3951952859e1d,7c355ab5e7c3981fb4b3951952859e1d,ddafe21d54e87869721cf2b1def990b1,Left
-77.0159870259094,38.8953218177771,JUDICIARY SQUARE,http://www.wmata.com/rail/station_detail.cfm?station_id=23,NE CORNER OF 4TH STREET NW AND INDIANA AVENUE NW,red,"435 4TH STREET NW, WASHINGTON, DC 20001",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294829,MetroEntPt_79,359,,{E8DF1FD7-079F-4AB4-A694-F0A3210CE406},JLAY,2022/12/08 16:29:28+00,JLAY,2022/12/08 16:29:28+00,11000402,330.100006103516,3bd0945ea670b5b0ef1814efb850f0ff,3bd0945ea670b5b0ef1814efb850f0ff,ed6637bda67121071891a5ea1571d585,Right
-76.9770651812913,38.8882907784013,STADIUM-ARMORY,http://www.wmata.com/rail/station_detail.cfm?station_id=63,NE CORNER OF 19TH STREET SE AND INDEPENDENCE AVENUE SE,"blue, orange, silver","102 19TH STREET SE, WASHINGTON, DC 20003",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294863,MetroEntPt_87,360,,{3F7B665B-2629-4694-9E9D-87072D3EC067},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,13001902,168.199996948242,47d7cae9f240faca962246573c5a2cb7,b7ce5417c99f10eb9d234c2962597a4c,3421ae8c4ee7b9e5c4936ea0002cbe64,Left
-77.0793633884161,38.948085121249,TENLEYTOWN-AU,http://www.wmata.com/rail/station_detail.cfm?station_id=10,NE CORNER OF ABLEMARLE STREET NW AND WISCONSIN AVENUE NW,red,"4501 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294846,MetroEntPt_107,361,,{D491CB2C-612A-4B1C-9631-ABFDBFB7B353},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11009492,2320.69995117188,c8c7e35eba0a28e1420c84ae263860b4,c8c7e35eba0a28e1420c84ae263860b4,185dc1b1474137719b587722fe3332ba,Right
-77.0216841504481,38.9145059244193,SHAW-HOWARD U,http://www.wmata.com/rail/station_detail.cfm?station_id=72,7TH ST NW BETWEEN S ST NW AND T ST NW,"green,yellow","1801 7TH ST NW, WASHINGTON, DC 20001",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294838,MetroEntPt_33,362,,{F6A872BD-F672-45E5-9BF5-B999B4A5DCD7},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11000702,2760.69995117188,66fc3a852e3afda4a5003fd875e40c85,66fc3a852e3afda4a5003fd875e40c85,3fd8c7e0885ce62a8e342e90e3085af8,Right
-77.0225980795687,38.9127813300668,SHAW-HOWARD U,http://www.wmata.com/rail/station_detail.cfm?station_id=72,R ST NW BETWEEN 7TH ST NW AND 8TH ST NW,"green,yellow","1701 8TH STREET NW, WASHINGTON, DC 20001",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294838,MetroEntPt_35,364,,{D78B2969-7DA0-4B33-97D1-B84FCABB85CD},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11074162,1175.40002441406,08afd6b2f93d7e6899249c2bf54d3e8b,b20cc1df510492d7b09e2158e084bb59,4820ab19132239cd1e23ef3c34462338,Right
