X,Y,NAME,WEB_URL,EXIT_TO_ST,LINE,ADDRESS,FEATURECODE,DESCRIPTION,CAPTUREYEAR,MAR_ID,GIS_ID,OBJECTID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,ROUTEID,MEASURE,BLOCKKEY,SUBBLOCKKEY,BLOCKFACEKEY,SIDE
-77.0640325265088,38.9445393684137,VAN NESS-UDC,http://www.wmata.com/rail/station_detail.cfm?station_id=9,NW CORNER OF CONNECTICUT AVENUE AND VEAZEY TERRACE NW,red,"4200 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294824,MetroEntPt_109,430,,{8F96BF8D-3167-47F3-813E-1A0EE4E5A5AD},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11089242,207.100006103516,dd38237e54f44b866eae2f8b2e22b364,dd38237e54f44b866eae2f8b2e22b364,a40de60914c23f7ecde7a453c6af7760,Right
-77.0247147679658,38.9371287944517,GEORGIA AVE-PETWORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=76,WEST SIDE OF GEORGIA AVENUE NW BETWEEN QUINCY STREET NW AND NEW HAMPSHIRE AVENUE NW,"green,yellow","3700 GEORGIA AVENUE NW, WASHINGTON, DC 20010",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294832,MetroEntPt_111,431,,{C0CEFEDE-3786-4FE4-B9F1-6EE4CCEC7B1A},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11040042,2331.10009765625,bc21c26622cd6f0fcf74c4c452c6a594,bc21c26622cd6f0fcf74c4c452c6a594,c55b43328d3ae534ba475b90593a95f0,Left
-77.0241081512813,38.9370307397043,GEORGIA AVE-PETWORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=76,NE CORNER OF GEORGIA AVENUE NW AND NEW HAMPSHIRE AVE NW,"green,yellow","3700 GEORGIA AVENUE NW, WASHINGTON, DC 20010",1370,Metro Station Entrance,2016/01/08 00:00:00+00,294832,MetroEntPt_112,432,,{7B3C7780-9F5B-4DBA-A797-C534C456A7E9},JLAY,2022/12/08 16:29:28+00,JLAY,2023/07/28 19:04:41+00,11064222,3303.10009765625,648deb72300cf3a88416a15c83dfd010,648deb72300cf3a88416a15c83dfd010,8e2e675f1dac1ade5405ff09ad1a4526,Left
-77.0852020565841,38.9602261181259,FRIENDSHIP HEIGHTS ELEVATOR,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm,EAST SIDE OF WISCONSIN AVENUE NW BETWEEN JENIFER STREET NW AND WESTERN AVENUE NW,red,"5337 WISCONSIN AVENUE NW, WASHINGTON, DC 20015",1370,Metro Station Elevator,2016/01/08 00:00:00+00,303188,MetroEntFullPt_219,641,,{2E561249-22A1-47E5-A8B5-7FCDB6AF32EB},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11094052,6824.5,b7d78a8a3b5348964b0131bad0fd031c,b7d78a8a3b5348964b0131bad0fd031c,28d6fa0022d146a49f9c52e7e43b00f5,Right
-77.0418937330909,38.9014990553204,FARRAGUT WEST ELEVATOR,https://www.wmata.com/rider-guide/stations/farragut-west.cfm,NW CORNER OF 18TH STREET NW AND I STREET NW,"blue, orange, silver","900 18TH STREET NW, WASHINGTON, DC 20006",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294819,MetroEntFullPt_88,642,,{EB8B3AC5-60EC-40B1-A30B-F2B32C126E8C},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11001802,1047.90002441406,eb9471c89a6eeec7ae0913a202794dd4,691a7398c24830fb66378897c3a6de38,02870ffba068b47430814960fe4a05f8,Left
-77.0508613070186,38.9008428755964,FOGGY BOTTOM-GWU ELEVATOR,https://www.wmata.com/rider-guide/stations/foggy-bottom.cfm,NW CORNER OF 23RD STREET NW AND I STREET NW,"blue, orange, silver","890 23RD STREET NW, WASHINGTON, DC 20037",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316428,MetroEntFullPt_89,643,,{FD5E2F3F-776F-412D-93E7-755A1A9D2E58},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11002402,328.600006103516,9b6a8d440c5843d6b6bdd502ce490136,9b6a8d440c5843d6b6bdd502ce490136,6f5da77960a9d30d9a00582fc5d6b33f,Right
-77.0061559323066,38.885199109868,CAPITOL SOUTH ELEVATOR,https://www.wmata.com/rider-guide/stations/capitol-south.cfm,WEST SIDE OF 1ST STREET SE BETWEEN C STREET SE AND D STREET SE,"blue, orange, silver","355 FIRST STREET SE, WASHINGTON, DC 20003",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294860,MetroEntFullPt_130,644,,{76F8D664-E661-480A-9B76-34A5666E321C},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13026912,252.100006103516,287da5b0b310a64cd953b7ef20ee11d6,287da5b0b310a64cd953b7ef20ee11d6,b9cbc71be21e4abb98242424edf6f640,Left
-77.0792780245552,38.9481079881433,TENLEYTOWN-AU ELEVATOR,https://www.wmata.com/rider-guide/stations/tenleytown.cfm,NE CORNER OF ABLEMARLE STREET NW AND WISCONSIN AVENUE NW,red,"4501 WISCONSIN AVENUE NW, WASHINGTON, DC 20016",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294846,MetroEntFullPt_215,645,,{DC2498C1-A654-42B0-ACF9-6C4D8925F6D8},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11009492,2313.10009765625,c8c7e35eba0a28e1420c84ae263860b4,c8c7e35eba0a28e1420c84ae263860b4,185dc1b1474137719b587722fe3332ba,Right
-77.0445697126381,38.9107953232485,DUPONT CIRCLE ELEVATOR,https://www.wmata.com/rider-guide/stations/dupont-circle.cfm,SE CORNER OF 20TH STREET NW AND Q STREET NW,red,"1525 20TH ST NW, WASHINGTON, DC 20036",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294836,MetroEntFullPt_216,646,,{09BB2151-E463-4413-AA0E-FB3091BEE4F6},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11002002,1969.59997558594,f722985dc46de48ceb9eaf81f5615da4,f722985dc46de48ceb9eaf81f5615da4,e22a787f2d588c62fd2c975d27a45835,Right
-77.0528866133949,38.9254530051474,WOODLEY PARK-ZOO/ADAMS MORGAN ELEVATOR,https://www.wmata.com/rider-guide/stations/woodley-park.cfm,SW CORNER OF CONNECTICUT AVENUE NW AND WOODLEY STREET NW,red,"2690 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316422,MetroEntFullPt_217,647,,{E48F322D-7766-4F3F-B4DF-3853380534E8},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11094252,238.100006103516,b953c0951f9f110cf454bc0d3de4c604,a9b253b364258e4e100ad52331afe1f4,959cb49e0e6ea0ad4bf9158577d67b56,Left
-77.0635890160724,38.9439733224869,VAN NESS-UDC ELEVATOR,https://www.wmata.com/rider-guide/stations/van-ness.cfm,SW CORNER OF CONNECTICUT AVENUE AND VEAZEY STREET NW,red,"4220 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316425,MetroEntFullPt_218,648,,{B1DAB282-1EF6-47D8-9811-804B78F740F3},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11025152,5232.60009765625,aeed4dd7544fc1e179a48be91a2ece6e,360ed9c4430ac65fab86cb5c94f93e13,fdadd2d1aeaec6e11f03adcae83b8ebf,Left
-77.0584256623394,38.9357822517661,CLEVELAND PARK ELEVATOR,https://www.wmata.com/rider-guide/stations/cleveland-park.cfm,EAST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW,red,"3517 CONNECTICUT AVENUE NW, WASHINGTON, DC 20008",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316423,MetroEntFullPt_225,649,,{5FDE50DE-179D-4ADF-8ABD-29E5BB56E16F},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11025152,4220.10009765625,98a7099a8736cd46d26caaab7581ff94,98a7099a8736cd46d26caaab7581ff94,341b4c60bbb3d3b73cf1433d8d47e2d0,Right
-77.0220771930026,38.8938750902759,ARCHIVES-NAVY MEMORIAL-PENN QUARTER ELEVATOR,https://www.wmata.com/rider-guide/stations/archives.cfm,SW CORNER OF 7TH STREET NW AND INDIANA AVENUE NW,"green,yellow","300 7TH STREET NW, WASHINGTON, DC 20004",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316356,MetroEntFullPt_232,650,,{098D344A-B49E-4C67-AE90-20A8C6E0B291},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11000702,471.5,a4da5e911c5251b23c5aa97403b7dc13,a4da5e911c5251b23c5aa97403b7dc13,06908497a2eb5604f4871ebc3f7ab22e,Left
-77.0160373657282,38.8849114970853,FEDERAL CENTER SW ELEVATOR,https://www.wmata.com/rider-guide/stations/federal-ctr-sw.cfm,D STREET SW BETWEEN 3RD STREET SW AND 4TH STREET SW,"blue, orange, silver","401 3RD STREET SW, WASHINGTON, DC 20024",1370,Metro Station Elevator,2016/01/08 00:00:00+00,300374,MetroEntFullPt_34,651,,{B0EED617-D875-43AE-8A28-F929D80E8304},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,14026912,356.100006103516,cd8ec817ac860aa4e096338ca5a20874,cd8ec817ac860aa4e096338ca5a20874,0a2d4e423888f1ad442b499a12537f0b,Left
-76.946703279116,38.8988185136412,MINNESOTA AVE ELEVATOR,https://www.wmata.com/rider-guide/stations/minnesota-ave.cfm,NW SIDE OF MINNESOTA AVENUE NE,orange,"4120 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316352,MetroEntFullPt_38,652,,{58A2C0B0-142F-489F-B277-97E136965E30},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,12061162,1156.30004882812,72b21a1d7f27c4930f68b811818827d5,b100b710ab835df3bface41fc0e1ae52,2f7c9e889060fd44ff8949e29c6b5ef1,Left
-77.0047081863788,38.8766253694109,NAVY YARD-BALLPARK ELEVATOR,https://www.wmata.com/rider-guide/stations/navy-yard.cfm,NW CORNER OF NEW JERSEY AVENUE SE AND M STREET SE,green,"1155 NEW JERSEY AVENUE SE, WASHINGTON, DC 20003",1370,Metro Station Elevator,2016/01/08 00:00:00+00,310434,MetroEntFullPt_39,653,,{C5578EA9-162B-4756-9BF9-9A8EF95E0E05},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13057852,380.100006103516,ebe4b6e68fefe3a7173ef0d211cc0b23,f8f07b22c182ed84c4eaa071ead243e3,3c01c2457cd6e03747cb275ce3c0bf8a,Left
-77.021619956873,38.9142296055756,SHAW-HOWARD U ELEVATOR,https://www.wmata.com/rider-guide/stations/shaw-howard.cfm,NE CORNER OF S STREET NW AND 7TH STREET NW,"green,yellow","1801 7TH ST NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,310410,MetroEntFullPt_40,654,,{AEC0F987-46F7-47C8-8A81-FB6E6DA2BAA5},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11077672,982.700012207031,9b326fbe551d7a9713ae615286aa0639,35c4f6b78e54aff33ef8214577f896b6,c8d4a2dc2ff51994f35ab0d7ddddf7f1,Right
-77.0289230331415,38.9167752589067,U ST/AFRICAN AMER CIVIL WAR MEM/CARDOZO ELEV,https://www.wmata.com/rider-guide/stations/u-street.cfm,U STREET NW BETWEEN 12TH ST NW AND 13TH STREET NW,"green,yellow","1260 U STREET NW, WASHINGTON, DC 20009",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316436,MetroEntFullPt_41,655,,{BB29AD9B-7E49-4849-89BF-EE3B0977F110},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11087232,1333.80004882812,f70c70fc8b95392ca28cad5ff2ef10fa,43b47f4bdcc489101b21da22be611bf7,aba1a5ff6531eb33bb67d46553a0090d,Left
-77.0173575065445,38.8766361733747,WATERFRONT ELEVATOR,https://www.wmata.com/rider-guide/stations/waterfront.cfm,NE CORNER OF M STREET SW AND 4TH STREET SW,green,"399 M STREET SW, WASHINGTON, DC 20024",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294877,MetroEntFullPt_44,656,,{E0803E9A-66F9-4120-9B74-898AC34ADDDF},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,14057852,716.700012207031,4f9d5d2c03ee0a41078e6bd8797f9735,4f9d5d2c03ee0a41078e6bd8797f9735,f3ad128f50d9ab687822983af5166db4,Right
-77.0246735845862,38.9368106840789,GEORGIA AVE-PETWORTH ELEVATOR,https://www.wmata.com/rider-guide/stations/georgia-ave.cfm,WEST SIDE OF GEORGIA AVENUE NW BETWEEN QUINCY STREET NW AND NEW HAMPSHIRE AVENUE NW,"green,yellow","3728 GEORGIA AVENUE NW, WASHINGTON, DC 20010",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316439,MetroEntFullPt_47,657,,{922495E3-6FEF-45E3-B169-F3EC12E66822},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11040042,2291.5,bc21c26622cd6f0fcf74c4c452c6a594,bc21c26622cd6f0fcf74c4c452c6a594,c55b43328d3ae534ba475b90593a95f0,Left
-76.9944438493096,38.9337539104942,BROOKLAND-CUA ELEVATOR,https://www.wmata.com/rider-guide/stations/brookland.cfm,NW CORNER OF BUS BAY AND BUNKER HILL RD NE,red,"890 MONROE STREET NE, WASHINGTON, DC 20017",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316412,MetroEntFullPt_49,658,,{5293BF12-57D7-4ACF-A42E-136B0E671F4E},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,12018982,14.6000003814697,2e7c12da1f5c44acb196bd99725bfa9e,2e7c12da1f5c44acb196bd99725bfa9e,a19e0b5b975267b9aa30f7f949a942c0,Right
-77.017464555115,38.8968270574271,JUDICIARY SQUARE NE ELEVATOR,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,SOUTH SIDE OF F STREET NW BETWEEN 4TH STREET NW AND 5TH STREET NW,red,"450 F STREET NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294829,MetroEntFullPt_53,659,,{EE941884-AC24-4ADE-BB05-6C294226A465},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,0,0,0,0,0,0
-77.0176491309872,38.8966655367118,JUDICIARY SQUARE SW ELEVATOR,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,SOUTH SIDE OF F STREET NW BETWEEN 4TH STREET NW AND 5TH STREET NW,red,"450 F STREET NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294829,MetroEntFullPt_54,660,,{DFF71CE3-54F9-419F-B79E-ACC3E03FA197},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,0,0,0,0,0,0
-76.9960404550474,38.8842581532658,EASTERN MARKET ELEVATOR,https://www.wmata.com/rider-guide/stations/eastern-market.cfm,SOUTH SIDE OF PENNSYLVANIA AVENUE SE BETWEEN 7TH STREET SE AND 8TH STREET SE,"blue, orange, silver","725 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20003",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316432,MetroEntFullPt_64,661,,{FA5912F8-F744-4331-AF30-ACC830A14311},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13000702,592.900024414062,a3b6aa865a52c1cd36e1a9c79031b66c,a3b6aa865a52c1cd36e1a9c79031b66c,91293597b29c5c3f3cf63ffd28e813a0,Left
-77.0223697255337,38.9055120083864,MT VERNON SQ 7TH ST-CONVENTION CENTER ELEV,https://www.wmata.com/rider-guide/stations/mt-vernon-sq.cfm,SW CORNER OF 7TH STREET NW AND M STREET NW,"green, yellow","700 M STREET NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294834,MetroEntFullPt_68,662,,{B6D7A876-117D-405F-B3EA-F5B602DDAB99},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11057852,1109.90002441406,678d5000b79dcbb67fa2afcb07f1b840,1d07bdee35622cbe2dfc2fbd48718c47,931ce92e168a6314c159cbb74104e842,Left
-76.937547578048,38.8905584546385,BENNING ROAD ELEVATOR,https://www.wmata.com/rider-guide/stations/benning-rd.cfm,NE CORNER OF BENNING ROAD NE AND CENTRAL AVENUE NE,"blue, silver","4500 CENTRAL AVENUE NE, WASHINGTON, DC 20019",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316344,MetroEntFullPt_77,663,,{65F7F95B-988B-40E4-B507-D3092D651123},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,12015342,4159.2001953125,14845ab44716b38f07cb877c89f76868,14845ab44716b38f07cb877c89f76868,2c98696b4183ac426031f35d583981fc,Left
-77.0328213625975,38.9285644759406,COLUMBIA HEIGHTS ELEVATOR,https://www.wmata.com/rider-guide/stations/columbia-hghts.cfm,SW CORNER OF IRVING STREET NW AND 14TH STREET NW,"green,yellow","3030 14TH STREET NW, WASHINGTON, DC 20009",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294815,MetroEntFullPt_27,664,,{2F83FDEA-141D-4BEC-ABCA-FDA0AAC8A660},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11001402,4260.5,a4d2005f165c6715cc9af1d1a8e6d05a,173cd0f44bd2d2fdd865377f74304128,bd9b65c40be3043f95faab2e8f1df5ec,Left
-76.9878074426823,38.8451155595234,CONGRESS HEIGHTS ELEVATOR,https://www.wmata.com/rider-guide/stations/congress-hghts.cfm,NORTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,green,"1300 ALABAMA AVENUE SE, WASHINGTON, DC 20020",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316358,MetroEntFullPt_32,665,,{AF90C0CD-F7A2-43ED-B3D7-3B1B5B2D26C3},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13009362,1045,afcb366fc5da216d0d8be130517a2885,60568eb9db5be5ffb3349de70c96fd19,529060a64d47dfee68054840dca4f3ce,Left
-76.9348475355625,38.9082048775537,DEANWOOD ELEVATOR,https://www.wmata.com/rider-guide/stations/deanwood.cfm,SOUTH SIDE OF POLK STREET NE AT OLIVE STREET NE,orange,"4720 MINNESOTA AVENUE NE, WASHINGTON, DC 20019",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294855,MetroEntFullPt_33,666,,{D0ECBB5B-6A4B-4720-85E9-D649DDE6E48D},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,0,0,0,0,0,0
-77.0221107368726,38.8859899797788,L'ENFANT PLAZA ELEVATOR,https://www.wmata.com/rider-guide/stations/lenfant-plaza.cfm,SW CORNER OF 7TH STREET SW AND MARYLAND AVENUE SW,"green, yellow, orange, blue, silver","325 7TH STREET SW, WASHINGTON, DC 20024",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316348,MetroEntFullPt_132,667,,{3633EA8A-B040-4C75-BC1F-6F18E04EBEF3},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,14000702,405.399993896484,7c06ce511e2aa073f1751cfa5c64d699,7c06ce511e2aa073f1751cfa5c64d699,6e79be147f5a1a8b8f99026fe203261f,Right
-77.028548595699,38.8877555866101,SMITHSONIAN ELEVATOR,https://www.wmata.com/rider-guide/stations/smithsonian.cfm,NW CORNER OF INDEPENDENCE AVENUE SW AND 12TH STREET SW,"blue, orange, silver","1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC 20004",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294873,MetroEntFullPt_134,668,,{D97FF6F1-A887-407A-A7AF-1AF986243D8A},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,14047972,1689.19995117188,d6c5ace66f79e570e26b828beed50409,d6c5ace66f79e570e26b828beed50409,c18c257a15214695b2b6a97a05d69e44,Right
-77.0850192177201,38.9585262207297,FRIENDSHIP HEIGHTS ELEVATOR,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm,WEST SIDE OF WISCONSIN AVENUE NW BETWEEN JENIFER STREET NW AND INGOMAR STREET NW,red,"5250 WISCONSIN AVENUE NW, WASHINGTON, DC 20015",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316426,MetroEntFullPt_147,669,,{7737C796-4F9E-4443-829A-AA6C493B858F},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11094052,6642.10009765625,59e97659a86ee765627683f345adaa9d,59e97659a86ee765627683f345adaa9d,697ed31d6d5fdc9d08898b3df265b536,Left
-77.0283229265825,38.8937722094368,FEDERAL TRIANGLE ELEVATOR,https://www.wmata.com/rider-guide/stations/federal-triangle.cfm,RONALD REAGAN BUILDING - WEST SIDE OF 12TH STREET NW BETWEEN PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW,"blue, orange, silver","350 12TH STREET NW, WASHINGTON, DC 20004",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316345,MetroEntFullPt_149,670,,{B02AB705-FC93-4842-ADF3-9B2F57A66DC5},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11001202,367.600006103516,dc1f8411d4b422a37d20f913ef9450a8,dc1f8411d4b422a37d20f913ef9450a8,db3860e2adefd67df46f9ddb64596e34,Left
-77.0179915606916,38.975779226378,TAKOMA ELEVATOR,https://www.wmata.com/rider-guide/stations/takoma.cfm,NE SIDE OF CEDAR STREET NW AND BLAIR ROAD NW,red,"327 CEDAR STREET NW, WASHINGTON, DC 20012",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294822,MetroEntFullPt_163,671,,{CF50483B-26F4-474E-884F-918F1CBDB066},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,0,0,0,0,0,0
-76.9851081548433,38.8810571044409,POTOMAC AVE ELEVATOR,https://www.wmata.com/rider-guide/stations/potomac-ave.cfm,SE CORNER OF 14TH STREET SE ANDG STREET SE,"blue, orange, silver","700 14TH STREET SE, WASHINGTON , DC  20003",1370,Metro Station Elevator,2016/01/08 00:00:00+00,294861,MetroEntFullPt_174,672,,{4095D388-53D7-4AFA-80D3-C74C9F63E499},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13038612,1439.09997558594,864c9962623d341ffdab95be48754391,b1b2f4a6fcb481378ba4212ecdfaecd6,4a87d3369b45552dc9f587e90dd84eb8,Right
-77.0217187914784,38.8979338952959,GALLERY PL-CHINATOWN ELEVATOR,https://www.wmata.com/rider-guide/stations/gallery-place.cfm,NE CORNER OF 7TH STREET NW AND F STREET NW,"red, green, yellow","625 7TH STREET NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316419,MetroEntFullPt_197,673,,{D9F1AF37-C135-4438-88CC-C244EACD4B03},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11000702,921.200012207031,6a8045580199bf4fc4d238f93628caef,6a8045580199bf4fc4d238f93628caef,7226aab7fa58e7c100672519fc1eccaf,Right
-76.9771748036567,38.8859261358553,STADIUM-ARMORY ELEVATOR,https://www.wmata.com/rider-guide/stations/stadium-armory.cfm,19TH STREET SE BETWEEN BURKE STREET SE AND C ST SE,"blue, orange, silver","290 19TH STREET SE, WASHINGTON, DC 20003",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316351,MetroEntFullPt_206,674,,{C0CEACE4-5E00-4B2A-8E50-73694A58FFB9},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,13001902,430.5,6abb362ff34b8ccba0fd36b199a359b0,21548c69d8ec0342c3035a93ee6a8d8b,34c728a025a115409c820c7aaa08802c,Left
-77.0221279361033,38.9059533195135,MT VERNON SQ 7TH ST-CONVENTION CENTER ELEV,https://www.wmata.com/rider-guide/stations/mt-vernon-sq.cfm,NW CORNER OF 7TH STREET NW AND M STREET NW,"green, yellow","1202 7TH STREET NW, WASHINGTON, DC 20001",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316434,MetroEntFullPt_209,675,,{C0BF3E95-8767-4801-98C7-34B029368F78},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11000702,1809.90002441406,5b77aecaa6f7efb149a75311eff4609b,5b77aecaa6f7efb149a75311eff4609b,d5102c5ce4d6b17db191314a76595f2f,Left
-77.0393038622028,38.9030342858505,FARRAGUT NORTH ELEVATOR,https://www.wmata.com/rider-guide/stations/farragut-north.cfm,NE CORNER OF 17TH STREET NW AND K STREET NW,red,"1705 K STREET NW, WASHINGTON, DC 20036",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316360,MetroEntFullPt_211,676,,{CD5A6EC1-06FA-4BE3-8186-D31ADF9AC044},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11025152,184.899993896484,588c63f3657a1f7e305b60086e233567,79c76613682f1b1b1855eb25350f78ba,217ad89d885db8b2cf5baa1932fd4a1c,Right
-77.0279104827723,38.8989255718471,METRO CENTER ELEVATOR,https://www.wmata.com/rider-guide/stations/metro-center.cfm,12TH STREET BETWEEN G ST NW AND H ST NW,"red, blue, orange, silver","701 12TH STREET NW, WASHINGTON, DC 20005",1370,Metro Station Elevator,2016/01/08 00:00:00+00,310415,MetroEntFullPt_86,677,,{71545A97-41AF-4A0E-B390-E94411F43BCE},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11001202,939.5,1a81a26188269109a590cbfe306f0ca6,79ab87df4d60a402eea66caa07b13004,c13e6737a8670b590a3e42636f6a199e,Right
-77.0323078939752,38.9011167491243,MCPHERSON SQUARE ELEVATOR,https://www.wmata.com/rider-guide/stations/mcpherson-sq.cfm,SW CORNER OF 14TH STREET NW AND I STREET NW,"blue, orange, silver","1402 I STREET NW, WASHINGTON, DC 20005",1370,Metro Station Elevator,2016/01/08 00:00:00+00,316430,MetroEntFullPt_87,678,,{6552AD6B-DD0E-40D5-8F99-16A412BD4547},JLAY,2023/07/28 17:37:18+00,JLAY,2023/07/28 19:42:07+00,11047772,1813.09997558594,1b8458ef5ea2843606963bd6df217a6a,0d9b281baae21b3843851d252eaca222,59193d830b96aba3cb5ed2fb081ce081,Left
